['Наушники'],['Наушники Apple AirPods 3 Lightning Charging Case 2022 EU (белый)'],['16 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_3_lightning_charging_case_2022__whitee'],"['https://kdmarket.ru/upload/iblock/7d6/7d6c690bc5288f617557eaa4929c2cbd.png', 'https://kdmarket.ru/upload/iblock/1d0/1d006a7eae51b72e1b273a76684a8095.png', 'https://kdmarket.ru/upload/iblock/713/713346f2287aba1ff2880038e820cc11.png', 'https://kdmarket.ru/upload/iblock/8dd/8dd8ab9701fef814668d80f1553d9db9.png', 'https://kdmarket.ru/upload/iblock/7d6/7d6c690bc5288f617557eaa4929c2cbd.png']","['.НАУШНИКИ_IMAGE/7d6c690bc5288f617557eaa4929c2cbd.png', '.НАУШНИКИ_IMAGE/1d006a7eae51b72e1b273a76684a8095.png', '.НАУШНИКИ_IMAGE/713346f2287aba1ff2880038e820cc11.png', '.НАУШНИКИ_IMAGE/8dd8ab9701fef814668d80f1553d9db9.png', '.НАУШНИКИ_IMAGE/7d6c690bc5288f617557eaa4929c2cbd.png']","['\nApple AirPods 3Магия. В новой аранжировке.\nПредставляем абсолютно новые AirPods. Технология пространственного аудио окружает звуком со всех сторон. Адаптивный эквалайзер подстраивает музыку персонально под вас. Аккумулятор работает ещё дольше без подзарядки. Наушники не боятся пота и воды. Ощущения просто волшебные. \nСписок основных характеристик:\nТехнология пространственного аудио с функцией динамического отслеживания движений головы создаёт по-настоящему живую и объёмную картину звука.\nАдаптивный эквалайзер автоматически подстраивает звучание персонально под вас.\nНовый оптимизированный дизайн.\nДатчик нажатия позволяет легко управлять воспроизведением, звонками - и не только.\nЗащита от пота и воды.\nДо 6 часов в режиме прослушивания аудио без подзарядки.\nДо 30 часов в режиме прослушивания аудио с подзарядкой в футляре MagSafe.\nБыстрый вызов голосового ассистента фразой ""Привет, Siri"".\nИсключительно простая настройка, активация при надевании и мгновенное переключение с одного устройства на другое.\nЗвук с iPhone, iPad, iPod touch или Apple TV можно передавать сразу на две пары AirPods.']","['Ширина: 54.4 мм', 'Длина: 46.4 мм', 'Толщина: 21.38 мм', 'Вес: 37.91 г']",['Чип H1'],"['Тип: динамические', 'Поддержка Bluetooth: Bluetooth 5.0', 'Голосовой набор: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 6ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле', 'Защита от пота и воды (IPX4)', 'Футляр можно заряжать через разъём Lightning либо с помощью зарядных устройств MagSafe или зарядных устройств стандарта Qi', 'Пространственное аудио с динамическим отслеживанием движений головы для создания иммерсивной трёхмерной картины звука']"
['Наушники'],['Наушники Apple AirPods Pro MagSafe 2'],['21 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_pro_magsafe_2__white'],"['https://kdmarket.ru/upload/iblock/500/500adc37d0679237599e2c3878a32e7c.JPG', 'https://kdmarket.ru/upload/iblock/dcf/dcfd551a499336c7ba6fcf0ad03fb2c5.JPG', 'https://kdmarket.ru/upload/iblock/2fe/2fe58d2721779716a343ad66736b8ed9.JPG', 'https://kdmarket.ru/upload/iblock/680/680caf8e9a328b5e3ec2ad2945aa370d.JPG', 'https://kdmarket.ru/upload/iblock/500/500adc37d0679237599e2c3878a32e7c.JPG']","['.НАУШНИКИ_IMAGE/500adc37d0679237599e2c3878a32e7c.JPG', '.НАУШНИКИ_IMAGE/dcfd551a499336c7ba6fcf0ad03fb2c5.JPG', '.НАУШНИКИ_IMAGE/2fe58d2721779716a343ad66736b8ed9.JPG', '.НАУШНИКИ_IMAGE/680caf8e9a328b5e3ec2ad2945aa370d.JPG', '.НАУШНИКИ_IMAGE/500adc37d0679237599e2c3878a32e7c.JPG']","['\nAirPods Pro были переработаны для еще более насыщенного воспроизведения звука. Активное шумоподавление следующего уровня и адаптивная прозрачность снижают уровень внешних шумов. Пространственный звук выводит погружение на удивительно личный уровень. Сенсорное управление теперь позволяет регулировать громкость одним движением. А скачок в мощности обеспечивает 6 часов автономной работы от одного заряда.\nНовый разработанный Apple чип H2 является основой AirPods Pro и его улучшенных характеристик звука. Они работают совместно с разработанным на заказ драйвером и усилителем, обеспечивая четкие, чистые высокие ноты и глубокие, насыщенные басы потрясающей четкости, поэтому каждый звук звучит ярче, чем когда-либо.\nПереработанный микрофон, обращенный внутрь, работает с алгоритмами улучшения голоса, чтобы лучше распознавать и озвучивать ваш голос, поэтому он звучит более естественно во время телефонных и видеозвонков.\nAirPods Pro с поддержкой H2, оснащенные шумоподавлением в два раза лучше, чем их предшественники, созданы для того, чтобы вы могли спокойно слушать музыку. Благодаря контролю над тем, что вы слышите - и не слышите - вы будете погружены в музыку и подкасты, как никогда раньше.\nНовый драйвер и улучшенные акустические алгоритмы помогают активному шумоподавлению уменьшить количество нежелательных шумов, поэтому ничто не мешает прослушиванию во время поездок на работу и когда вам нужно сосредоточиться.\nТеперь, благодаря очень маленькому размеру, в комплект входят четыре пары силиконовых наконечников, которые подходят для более широкого диапазона ушей. \nаконечники создают акустическое уплотнение, которое закрывает звук и надежно фиксирует AirPods Pro на месте.\nАдаптивная прозрачность использует возможности H2 для минимизации интенсивности громких звуков, таких как сирены или электрические инструменты, чтобы вы могли с комфортом слышать окружающий мир.\nСенсорное управление позволяет легко управлять функциями воспроизведения с помощью ножки. Проведите пальцем вверх или вниз, чтобы отрегулировать громкость, нажмите, чтобы воспроизвести и приостановить музыку или ответить и завершить вызов, или удерживайте, чтобы переключиться между активным шумоподавлением и адаптивной прозрачностью.\nAirPods Pro выводят прослушивание на новый уровень индивидуальности. Персонализированный пространственный звук с динамическим отслеживанием положения головы работает со всеми вашими устройствами, чтобы глубже погрузить вас в окружающий звук. Адаптивный эквалайзер обеспечивает соответствие AirPods Pro, поэтому вы слышите каждую частоту так, как она была задумана.\nНовый чехол для зарядки MagSafe оснащен функциями, которые делают прослушивание в движении особенно удобным. Обновленный дизайн предлагает больше возможностей следить за чехлом, а увеличенное время автономной работы позволяет дольше слушать, смотреть и разговаривать между зарядками. Вы не найдете более подходящего чехла.\nОт мгновенной настройки до команд Siri AirPods Pro обладают всеми качествами, которые делают семейство AirPods таким особенным. А новые функции дают вам возможность выполнять больше задач с беспрецедентной легкостью']","['Ширина: 60.6 мм', 'Длина: 45.2 мм', 'Толщина: 21.7 мм']","['Тип: динамические', 'Поддержка Bluetooth: Bluetooth 5.3', 'Голосовой набор: есть', 'Ответить/закончить разговор: есть', 'Время работы от аккумулятора в кейсе: 30 ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле', 'MagSafe: есть', 'Время работы в режиме разговора: 4.5 ч', 'Время работы с включенным режимом активного шумоподавления: 6 ч', 'Быстрая зарядка: 5 минут зарядки хватает на 1 час работы']"
['Наушники'],['Наушники Apple AirPods Max  (серебристый)'],['57 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_max__silver'],"['https://kdmarket.ru/upload/iblock/7f1/7f187c8754ea2966e6a02098dbf10934.jpg', 'https://kdmarket.ru/upload/iblock/9cb/9cbd11a8dc586518b3411e8e56f1d3e6.jpg', 'https://kdmarket.ru/upload/iblock/97a/97a0cf9561f5adc88725e984c4919be3.jpg', 'https://kdmarket.ru/upload/iblock/7f1/7f187c8754ea2966e6a02098dbf10934.jpg']","['.НАУШНИКИ_IMAGE/7f187c8754ea2966e6a02098dbf10934.jpg', '.НАУШНИКИ_IMAGE/9cbd11a8dc586518b3411e8e56f1d3e6.jpg', '.НАУШНИКИ_IMAGE/97a0cf9561f5adc88725e984c4919be3.jpg', '.НАУШНИКИ_IMAGE/7f187c8754ea2966e6a02098dbf10934.jpg']","['Apple AirPods Max\nНаушники созданы для того, чтобы завоевать ваше доверие. Беспроводной аксессуар готов свести все посторонние шумы на минимум и ещё больше украсить ваши будни своим безупречным качеством звука. \nИндивидуальный внешний вид\nНаушники AirPods Max отличаются запоминающимся стильным видом, способным выделить вас среди толпы. Сочетание цельнометаллических чашек и мягкого силикона с эффектом памяти даёт не только элегантную внешность, но и комфорт для ваших ушей и головы, к форме которых наушники приспосабливаются самым оптимальным способом. \nЗвуки на минимум\nAirPods Max оснащены активным шумоподавлением (ANC) с автоматическим подключением при их надевании. Наушники способны передать ощущение полной изолированности от внешней среды, сводя все посторонние отвлекающие шумы на самый минимальный уровень. При этом шумоподавление никак не сказывается на высоком качестве звучания музыки. \nБерегитесь автомобиля\nНаличие интуитивной прямоугольной кнопки позволяет вам переключаться с режима активного шумоподавления на режим прозрачности. С помощью встроенных микрофонов, которые улавливают звуки окружающей среды, вы сможете чётко услышать, что происходит вокруг вас, без необходимости снимать наушники. Следите за движением, переходя дорогу, и продолжайте спокойно наслаждаться музыкой дальше.']","['Ширина: 168.6 мм', 'Длина: 187.3 мм', 'Толщина: 83.4 мм', 'Вес: 384.6 г']","['Тип: беспроводные наушники', 'Поддержка Bluetooth: Bluetooth 5.0', 'Возможность регулировки громкости: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 20 ч']"
['Наушники'],['Наушники Apple AirPods Max  (серый космос)'],['56 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_max__spacegray'],"['https://kdmarket.ru/upload/iblock/d00/d00db19f4bd83e362dd0288e29171d98.jpg', 'https://kdmarket.ru/upload/iblock/91c/91c706d6f83f6bd8c0897ba8a716a1d1.jpg', 'https://kdmarket.ru/upload/iblock/b87/b87f0d050c65a99dc4ef76eec915547a.jpg', 'https://kdmarket.ru/upload/iblock/d00/d00db19f4bd83e362dd0288e29171d98.jpg']","['.НАУШНИКИ_IMAGE/d00db19f4bd83e362dd0288e29171d98.jpg', '.НАУШНИКИ_IMAGE/91c706d6f83f6bd8c0897ba8a716a1d1.jpg', '.НАУШНИКИ_IMAGE/b87f0d050c65a99dc4ef76eec915547a.jpg', '.НАУШНИКИ_IMAGE/d00db19f4bd83e362dd0288e29171d98.jpg']","['Apple AirPods Max\nНаушники созданы для того, чтобы завоевать ваше доверие. Беспроводной аксессуар готов свести все посторонние шумы на минимум и ещё больше украсить ваши будни своим безупречным качеством звука. \nИндивидуальный внешний вид\nНаушники AirPods Max отличаются запоминающимся стильным видом, способным выделить вас среди толпы. Сочетание цельнометаллических чашек и мягкого силикона с эффектом памяти даёт не только элегантную внешность, но и комфорт для ваших ушей и головы, к форме которых наушники приспосабливаются самым оптимальным способом. \nЗвуки на минимум\nAirPods Max оснащены активным шумоподавлением (ANC) с автоматическим подключением при их надевании. Наушники способны передать ощущение полной изолированности от внешней среды, сводя все посторонние отвлекающие шумы на самый минимальный уровень. При этом шумоподавление никак не сказывается на высоком качестве звучания музыки. \nБерегитесь автомобиля\nНаличие интуитивной прямоугольной кнопки позволяет вам переключаться с режима активного шумоподавления на режим прозрачности. С помощью встроенных микрофонов, которые улавливают звуки окружающей среды, вы сможете чётко услышать, что происходит вокруг вас, без необходимости снимать наушники. Следите за движением, переходя дорогу, и продолжайте спокойно наслаждаться музыкой дальше.']","['Ширина: 168.6 мм', 'Длина: 187.3 мм', 'Толщина: 83.4 мм', 'Вес: 384.6 г']","['Тип: беспроводные наушники', 'Поддержка Bluetooth: Bluetooth 5.0', 'Возможность регулировки громкости: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 20 ч']"
['Наушники'],['Наушники Apple AirPods Max  (зеленый)'],['56 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_max__green'],"['https://kdmarket.ru/upload/iblock/274/274a692a7ce56dbea057ff3be1374035.jpg', 'https://kdmarket.ru/upload/iblock/44d/44d65aa67362237baeeb9ea17a780fd2.jpg', 'https://kdmarket.ru/upload/iblock/c38/c3874d64b99dcda44ba3a30416b8af00.jpg', 'https://kdmarket.ru/upload/iblock/274/274a692a7ce56dbea057ff3be1374035.jpg']","['.НАУШНИКИ_IMAGE/274a692a7ce56dbea057ff3be1374035.jpg', '.НАУШНИКИ_IMAGE/44d65aa67362237baeeb9ea17a780fd2.jpg', '.НАУШНИКИ_IMAGE/c3874d64b99dcda44ba3a30416b8af00.jpg', '.НАУШНИКИ_IMAGE/274a692a7ce56dbea057ff3be1374035.jpg']","['Apple AirPods Max\nНаушники созданы для того, чтобы завоевать ваше доверие. Беспроводной аксессуар готов свести все посторонние шумы на минимум и ещё больше украсить ваши будни своим безупречным качеством звука. \nИндивидуальный внешний вид\nНаушники AirPods Max отличаются запоминающимся стильным видом, способным выделить вас среди толпы. Сочетание цельнометаллических чашек и мягкого силикона с эффектом памяти даёт не только элегантную внешность, но и комфорт для ваших ушей и головы, к форме которых наушники приспосабливаются самым оптимальным способом. \nЗвуки на минимум\nAirPods Max оснащены активным шумоподавлением (ANC) с автоматическим подключением при их надевании. Наушники способны передать ощущение полной изолированности от внешней среды, сводя все посторонние отвлекающие шумы на самый минимальный уровень. При этом шумоподавление никак не сказывается на высоком качестве звучания музыки. \nБерегитесь автомобиля\nНаличие интуитивной прямоугольной кнопки позволяет вам переключаться с режима активного шумоподавления на режим прозрачности. С помощью встроенных микрофонов, которые улавливают звуки окружающей среды, вы сможете чётко услышать, что происходит вокруг вас, без необходимости снимать наушники. Следите за движением, переходя дорогу, и продолжайте спокойно наслаждаться музыкой дальше.']","['Ширина: 168.6 мм', 'Длина: 187.3 мм', 'Толщина: 83.4 мм', 'Вес: 384.6 г']","['Тип: беспроводные наушники', 'Поддержка Bluetooth: Bluetooth 5.0', 'Возможность регулировки громкости: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 20 ч']"
['Наушники'],['Наушники Apple AirPods Max  (розовый)'],['56 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_max__pink'],"['https://kdmarket.ru/upload/iblock/444/4445f20eb81bd77d077a21f6d13deb27.jpg', 'https://kdmarket.ru/upload/iblock/ea4/ea40a7c0c3661b6cdfb5b477524d6a6a.jpg', 'https://kdmarket.ru/upload/iblock/21e/21efdf84f6462661ca1daac20220228f.jpg', 'https://kdmarket.ru/upload/iblock/444/4445f20eb81bd77d077a21f6d13deb27.jpg']","['.НАУШНИКИ_IMAGE/4445f20eb81bd77d077a21f6d13deb27.jpg', '.НАУШНИКИ_IMAGE/ea40a7c0c3661b6cdfb5b477524d6a6a.jpg', '.НАУШНИКИ_IMAGE/21efdf84f6462661ca1daac20220228f.jpg', '.НАУШНИКИ_IMAGE/4445f20eb81bd77d077a21f6d13deb27.jpg']","['Apple AirPods Max\nНаушники созданы для того, чтобы завоевать ваше доверие. Беспроводной аксессуар готов свести все посторонние шумы на минимум и ещё больше украсить ваши будни своим безупречным качеством звука. \nИндивидуальный внешний вид\nНаушники AirPods Max отличаются запоминающимся стильным видом, способным выделить вас среди толпы. Сочетание цельнометаллических чашек и мягкого силикона с эффектом памяти даёт не только элегантную внешность, но и комфорт для ваших ушей и головы, к форме которых наушники приспосабливаются самым оптимальным способом. \nЗвуки на минимум\nAirPods Max оснащены активным шумоподавлением (ANC) с автоматическим подключением при их надевании. Наушники способны передать ощущение полной изолированности от внешней среды, сводя все посторонние отвлекающие шумы на самый минимальный уровень. При этом шумоподавление никак не сказывается на высоком качестве звучания музыки. \nБерегитесь автомобиля\nНаличие интуитивной прямоугольной кнопки позволяет вам переключаться с режима активного шумоподавления на режим прозрачности. С помощью встроенных микрофонов, которые улавливают звуки окружающей среды, вы сможете чётко услышать, что происходит вокруг вас, без необходимости снимать наушники. Следите за движением, переходя дорогу, и продолжайте спокойно наслаждаться музыкой дальше.']","['Ширина: 168.6 мм', 'Длина: 187.3 мм', 'Толщина: 83.4 мм', 'Вес: 384.6 г']","['Тип: беспроводные наушники', 'Поддержка Bluetooth: Bluetooth 5.0', 'Возможность регулировки громкости: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 20 ч']"
['Наушники'],['Наушники Apple AirPods Max  (голубое небо)'],['56 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_max__skyblue'],"['https://kdmarket.ru/upload/iblock/085/085913b608e84901cbb075f1837b043a.jpg', 'https://kdmarket.ru/upload/iblock/f4d/f4daf41e7161dc4319254a94f9963702.jpg', 'https://kdmarket.ru/upload/iblock/5ee/5eeee0defd27f7bb15bdbd490676da4b.jpg', 'https://kdmarket.ru/upload/iblock/085/085913b608e84901cbb075f1837b043a.jpg']","['.НАУШНИКИ_IMAGE/085913b608e84901cbb075f1837b043a.jpg', '.НАУШНИКИ_IMAGE/f4daf41e7161dc4319254a94f9963702.jpg', '.НАУШНИКИ_IMAGE/5eeee0defd27f7bb15bdbd490676da4b.jpg', '.НАУШНИКИ_IMAGE/085913b608e84901cbb075f1837b043a.jpg']","['Apple AirPods Max\nНаушники созданы для того, чтобы завоевать ваше доверие. Беспроводной аксессуар готов свести все посторонние шумы на минимум и ещё больше украсить ваши будни своим безупречным качеством звука. \nИндивидуальный внешний вид\nНаушники AirPods Max отличаются запоминающимся стильным видом, способным выделить вас среди толпы. Сочетание цельнометаллических чашек и мягкого силикона с эффектом памяти даёт не только элегантную внешность, но и комфорт для ваших ушей и головы, к форме которых наушники приспосабливаются самым оптимальным способом. \nЗвуки на минимум\nAirPods Max оснащены активным шумоподавлением (ANC) с автоматическим подключением при их надевании. Наушники способны передать ощущение полной изолированности от внешней среды, сводя все посторонние отвлекающие шумы на самый минимальный уровень. При этом шумоподавление никак не сказывается на высоком качестве звучания музыки. \nБерегитесь автомобиля\nНаличие интуитивной прямоугольной кнопки позволяет вам переключаться с режима активного шумоподавления на режим прозрачности. С помощью встроенных микрофонов, которые улавливают звуки окружающей среды, вы сможете чётко услышать, что происходит вокруг вас, без необходимости снимать наушники. Следите за движением, переходя дорогу, и продолжайте спокойно наслаждаться музыкой дальше.']","['Ширина: 168.6 мм', 'Длина: 187.3 мм', 'Толщина: 83.4 мм', 'Вес: 384.6 г']","['Тип: беспроводные наушники', 'Поддержка Bluetooth: Bluetooth 5.0', 'Возможность регулировки громкости: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 20 ч']"
['Наушники'],['Наушники Apple AirPods 2 (без беспроводной зарядки чехла)'],['11 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_2_bez_besprovodnoy_zaryadki_chekhla__white'],"['https://kdmarket.ru/upload/iblock/149/1491a613d3ac58d0dab8d35b3aec7cc7.jpg', 'https://kdmarket.ru/upload/iblock/7ae/7ae23c7f22c87d82d94480caa1cb7623.jpg', 'https://kdmarket.ru/upload/iblock/149/1491a613d3ac58d0dab8d35b3aec7cc7.jpg']","['.НАУШНИКИ_IMAGE/1491a613d3ac58d0dab8d35b3aec7cc7.jpg', '.НАУШНИКИ_IMAGE/7ae23c7f22c87d82d94480caa1cb7623.jpg', '.НАУШНИКИ_IMAGE/1491a613d3ac58d0dab8d35b3aec7cc7.jpg']","['\n\nApple AirPods 2TWS-гарнитура Apple Airpods кардинально изменит ваше представление о наушниках. \nМодель готова к работе сразу, как только будет извлечена из футляра, выполняющего функцию базы для подзарядки. Конструкция устройства абсолютно лишена проводов и имеет Bluetooth-соединение. З\nа счет мощных, но миниатюрных динамических излучателей гарнитура создает закрытое акустическое оформление. \nВ корпусе наушников имеется двойной микрофон с фиксированным креплением.\nTWS-гарнитура Apple Airpods\xa0способна функционировать до 5 ч после одной подзарядки в радиусе до 10 м от звуковоспроизводящего устройства. \nГолосовое управление при помощи Siri и сенсорное обеспечивают простоту эксплуатации. Модель поддерживает опцию быстрой зарядки.']",['Вес: 4 г'],"['Тип: динамические', 'Канал передачи данных: радиоканал', 'Тип элементов питания: собственный Li-Ion', 'Время работы: 5 ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле: да', 'Беспроводная зарядка чехла: нет']"
['Наушники'],['Наушники Apple AirPods 3 MagSafe Charging Case EU (белый)'],['17 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_3_magsafe_charging_case___white'],"['https://kdmarket.ru/upload/iblock/613/6135394b38dc012552a1b2b38c371ae6.jpg', 'https://kdmarket.ru/upload/iblock/368/368810fade6a06a98808451b562a1651.jpg', 'https://kdmarket.ru/upload/iblock/e8e/e8e6cb334c844af00e16c7dfae5aa833.jpg', 'https://kdmarket.ru/upload/iblock/50b/50b6a416c266dbe2da910d8d9d96f70d.jpg', 'https://kdmarket.ru/upload/iblock/613/6135394b38dc012552a1b2b38c371ae6.jpg']","['.НАУШНИКИ_IMAGE/6135394b38dc012552a1b2b38c371ae6.jpg', '.НАУШНИКИ_IMAGE/368810fade6a06a98808451b562a1651.jpg', '.НАУШНИКИ_IMAGE/e8e6cb334c844af00e16c7dfae5aa833.jpg', '.НАУШНИКИ_IMAGE/50b6a416c266dbe2da910d8d9d96f70d.jpg', '.НАУШНИКИ_IMAGE/6135394b38dc012552a1b2b38c371ae6.jpg']",[''],"['Ширина: 54.4 мм', 'Длина: 46.4 мм', 'Толщина: 21.38 мм', 'Вес: 37.91 г']",['Чип H1'],"['Тип: динамические', 'Поддержка Bluetooth: Bluetooth 5.0', 'Голосовой набор: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 6ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле', 'Защита от пота и воды (IPX4)', 'Футляр можно заряжать через разъём Lightning', 'Пространственное аудио с динамическим отслеживанием движений головы для создания иммерсивной трёхмерной картины звука']"
['Наушники'],['Наушники Apple AirPods Pro MagSafe'],['18 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_pro_magsafe__white'],"['https://kdmarket.ru/upload/iblock/3e8/3e85fc5f2656e47e7fc2a86bad64b8fb.jpg', 'https://kdmarket.ru/upload/iblock/23e/23ea43392a817b07e459767453c7c5e5.jpg', 'https://kdmarket.ru/upload/iblock/2be/2be4bd9a2dd8c4b9801fa5b35d791cb3.jpg', 'https://kdmarket.ru/upload/iblock/475/475bdb5d5be99169e7f32a9343a882b3.jpg', 'https://kdmarket.ru/upload/iblock/3e8/3e85fc5f2656e47e7fc2a86bad64b8fb.jpg']","['.НАУШНИКИ_IMAGE/3e85fc5f2656e47e7fc2a86bad64b8fb.jpg', '.НАУШНИКИ_IMAGE/23ea43392a817b07e459767453c7c5e5.jpg', '.НАУШНИКИ_IMAGE/2be4bd9a2dd8c4b9801fa5b35d791cb3.jpg', '.НАУШНИКИ_IMAGE/475bdb5d5be99169e7f32a9343a882b3.jpg', '.НАУШНИКИ_IMAGE/3e85fc5f2656e47e7fc2a86bad64b8fb.jpg']",[''],"['Ширина: 60.6 мм', 'Длина: 45.2 мм', 'Толщина: 21.7 мм', 'Вес: 45.6 г']","['Тип: динамические', 'Поддержка Bluetooth: Bluetooth 5.0', 'Голосовой набор: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 5ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле', 'MagSafe: есть']"
['Наушники'],['Наушники Apple AirPods Pro'],['17 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_airpods_pro__white'],"['https://kdmarket.ru/upload/iblock/e6d/e6d44dce893379d617eca4e58921cc49.jpg', 'https://kdmarket.ru/upload/iblock/96f/96fe787b2cb79270e31a366f8f140b03.jpg', 'https://kdmarket.ru/upload/iblock/a5b/a5b36f6cbac24c39102f7f08404f5080.jpg', 'https://kdmarket.ru/upload/iblock/131/131a763dc272ac589e92fde2cebdc5fc.jpg', 'https://kdmarket.ru/upload/iblock/e6d/e6d44dce893379d617eca4e58921cc49.jpg']","['.НАУШНИКИ_IMAGE/e6d44dce893379d617eca4e58921cc49.jpg', '.НАУШНИКИ_IMAGE/96fe787b2cb79270e31a366f8f140b03.jpg', '.НАУШНИКИ_IMAGE/a5b36f6cbac24c39102f7f08404f5080.jpg', '.НАУШНИКИ_IMAGE/131a763dc272ac589e92fde2cebdc5fc.jpg', '.НАУШНИКИ_IMAGE/e6d44dce893379d617eca4e58921cc49.jpg']",[''],"['Ширина: 60.6 мм', 'Длина: 45.2 мм', 'Толщина: 21.7 мм', 'Вес: 45.6 г']","['Тип: динамические', 'Поддержка Bluetooth: Bluetooth 5.0', 'Голосовой набор: есть', 'Ответить/закончить разговор: есть', 'Время работы: до 5ч', 'Автоматическое включение и подключение: да', 'Быстрая подзарядка в чехле']"
